FH	ENSG00000091483
MDH2	ENSG00000146701
BRP44	ENSG00000143158
BRP44L	ENSG00000060762
PDHA1	ENSG00000131828
PDHA2	ENSG00000163114
PDHB	ENSG00000168291
PDHX	ENSG00000110435
DLAT	ENSG00000150768
SLC2A1	ENSG00000117394
SLC2A2	ENSG00000163581
SLC2A3	ENSG00000059804
SLC2A4	ENSG00000181856
SLC2A5	ENSG00000142583
HK1	ENSG00000156515
HK2	ENSG00000159399
HK3	ENSG00000160883
GCK	ENSG00000106633
GPI	ENSG00000105220
PFKL	ENSG00000141959
PFKM	ENSG00000152556
PFKP	ENSG00000067057
ALDOA	ENSG00000149925
ALDOB	ENSG00000136872
ALDOC	ENSG00000109107
TPI1	ENSG00000111669
GAPDH	ENSG00000111640
GAPDHS	ENSG00000105679
PGK1	ENSG00000102144
PGK2	ENSG00000170950
PGAM1	ENSG00000171314
PGAM2	ENSG00000164708
ENO1	ENSG00000074800
ENO2	ENSG00000111674
ENO3	ENSG00000108515
PKLR	ENSG00000143627
PKM2	ENSG00000067225
LDHAL6B	ENSG00000171989
LDHC	ENSG00000166796
LDHB	ENSG00000111716
LDHA	ENSG00000134333
ACAD9	ENSG00000177646
FOXRED1	ENSG00000110074
ATPAF1	ENSG00000123472
ATPAF2	ENSG00000171953
BCS1L	ENSG00000074582
C7orf44	ENSG00000106603
CCDC56	ENSG00000183978
CHCHD8	ENSG00000181924
COA5	ENSG00000183513
C1orf31	ENSG00000168275
SELRC1	ENSG00000162377
COX10	ENSG00000006695
COX11	ENSG00000166260
COX14	ENSG00000178449
COX15	ENSG00000014919
COX17	ENSG00000138495
COX18	ENSG00000163626
COX19	ENSG00000240230
COX20	ENSG00000203667
ECSIT	ENSG00000130159
NDUFAF1	ENSG00000137806
NDUFAF2	ENSG00000164182
NDUFAF3	ENSG00000178057
NDUFAF4	ENSG00000123545
C20orf7	ENSG00000101247
C8orf38	ENSG00000156170
C2orf56	ENSG00000003509
NUBPL	ENSG00000151413
SCO1	ENSG00000133028
SCO2	ENSG00000130489
SDHAF1	ENSG00000205138
SDHAF2	ENSG00000167985
SURF1	ENSG00000148290
TMEM126B	ENSG00000171204
UQCC	ENSG00000101019
MNF1	ENSG00000137288
TTC19	ENSG00000011295
HCCS	ENSG00000004961
PTCD2	ENSG00000049883
TMEM70	ENSG00000175606
FXN	ENSG00000165060
ISCU	ENSG00000136003
NFS1	ENSG00000244005
LYRM4	ENSG00000214113
SLC25A37	ENSG00000147454
SLC25A28	ENSG00000155287
FDXR	ENSG00000161513
FDX1	ENSG00000137714
FDX1L	ENSG00000267673
HSCB	ENSG00000100209
GLRX5	ENSG00000182512
NFU1	ENSG00000169599
BOLA3	ENSG00000163170
FTMT	ENSG00000181867
ABCB7	ENSG00000131269
NUBP2	ENSG00000095906
NUBP1	ENSG00000103274
CIAPIN1	ENSG00000005194
GFER	ENSG00000127554
ISCA1	ENSG00000135070
ISCA2	ENSG00000165898
IBA57	ENSG00000181873
CIAO1	ENSG00000144021
FAM96A	ENSG00000166797
FAM96B	ENSG00000166595
MMS19	ENSG00000155229
NARF	ENSG00000141562
MFN1	ENSG00000171109
MFN2	ENSG00000116688
OPA1	ENSG00000198836
PHB2	ENSG00000215021
STOML2	ENSG00000165283
PINK1	ENSG00000158828
PARK2	ENSG00000185345
OPA3	ENSG00000125741
PARL	ENSG00000175193
SPG7	ENSG00000197912
AFG3L2	ENSG00000141385
OMA1	ENSG00000162600
YME1L1	ENSG00000136758
PLD6	ENSG00000179598
MARCH5	ENSG00000198060
TRAP1	ENSG00000126602
DNM1L	ENSG00000087470
MFF	ENSG00000168958
MIEF1	ENSG00000100335
MIEF2	ENSG00000177427
FIS1	ENSG00000214253
MTFP1	ENSG00000242114
GDAP1	ENSG00000104381
SH3GLB1	ENSG00000097033
PKIA	ENSG00000171033
BECN1	ENSG00000126581
AMBRA1	ENSG00000110497
BNIP3	ENSG00000176171
BNIP3L	ENSG00000104765
MAP1LC3A	ENSG00000101460
GABARAP	ENSG00000170296
SQSTM1	ENSG00000161011
RHOT1	ENSG00000126858
RHOT2	ENSG00000140983
KIF5B	ENSG00000170759
KIF1B	ENSG00000054523
DYNLL1	ENSG00000088986
SYBU	ENSG00000147642
TRAK1	ENSG00000182606
TRAK2	ENSG00000115993
MSTO1	ENSG00000125459
TOMM20	ENSG00000173726
TOMM22	ENSG00000100216
TOMM40	ENSG00000130204
TOMM40L	ENSG00000158882
TOMM5	ENSG00000175768
TOMM70A	ENSG00000154174
TOMM6	ENSG00000214736
TOMM7	ENSG00000196683
TIMM50	ENSG00000105197
TIMM17A	ENSG00000134375
TIMM17B	ENSG00000126768
TIMM23	ENSG00000265354
TIMM21	ENSG00000075336
HSPA9	ENSG00000113013
TIMM44	ENSG00000104980
DNAJC19	ENSG00000205981
PAM16	ENSG00000217930
GRPEL1	ENSG00000109519
GRPEL2	ENSG00000164284
TIMM9	ENSG00000100575
TIMM10	ENSG00000134809
TIMM8A	ENSG00000126953
TIMM8B	ENSG00000150779
TIMM13	ENSG00000099800
TIMM22	ENSG00000177370
CHCHD4	ENSG00000163528
GFER	ENSG00000127554
SAMM50	ENSG00000100347
PMPCA	ENSG00000165688
PMPCB	ENSG00000105819
MIPEP	ENSG00000027001
IMMP1L	ENSG00000148950
IMMP2L	ENSG00000184903
SSBP1	ENSG00000106028
C10orf2	ENSG00000107815
RNASEH1	ENSG00000171865
TOP1MT	ENSG00000184428
TOP3A	ENSG00000177302
LIG3	ENSG00000005156
TERT	ENSG00000164362
TFAM	ENSG00000108064
TFB1M	ENSG00000029639
TFB2M	ENSG00000162851
NRF1	ENSG00000106459
NFE2L2	ENSG00000116044
PPARGC1A	ENSG00000109819
POLRMT	ENSG00000099821
RMRP	ENSG00000277027
UNG	ENSG00000076248
OGG1	ENSG00000114026
NTHL1	ENSG00000065057
MUTYH	ENSG00000132781
APEX1	ENSG00000100823
APEX2	ENSG00000169188
ENDOG	ENSG00000167136
POLG	ENSG00000140521
POLG2	ENSG00000256525
MTERF1	ENSG00000127989
MTERF2	ENSG00000120832
MTERF3	ENSG00000156469
MTERF4	ENSG00000122085
TRMT10C	ENSG00000174173
KIAA0391	ENSG00000100890
HSD17B10	ENSG00000072506
ELAC2	ENSG00000006744
TRNT1	ENSG00000072756
DGOUK	ENSG00000114956
TK2	ENSG00000166548
NTM5	ENSG00000205309
AK3	ENSG00000147853
AK4	ENSG00000162433
CMPK2	ENSG00000134326
NME4	ENSG00000103202
SLC25A19	ENSG00000125454
SLC25A33	ENSG00000171612
SLC29A1	ENSG00000112759
NME3	ENSG00000103024
NME6	ENSG00000172113
TRMT11	ENSG00000066651
TRMT112	ENSG00000173113
DUS2L	ENSG00000167264
TRMT1	ENSG00000104907
PUS1	ENSG00000177192
RPUSD2	ENSG00000166133
RPUSD4	ENSG00000165526
GTPBP3	ENSG00000130299
MTO1	ENSG00000135297
TRMU	ENSG00000100416
QTRT1	ENSG00000213339
QTRTD1	ENSG00000151576
TRMT5	ENSG00000126814
YRDC	ENSG00000196449
OSGEPL1	ENSG00000128694
TRIT1	ENSG00000043514
CDK5RAP1	ENSG00000101391
CDKAL1	ENSG00000145996
PUS3	ENSG00000110060
NSUN2	ENSG00000037474
TRMT2B	ENSG00000188917
TRUB2	ENSG00000167112
TRMT6	ENSG00000089195
TRMT61B	ENSG00000171103
CREB1	ENSG00000118260
SLC25A3	ENSG00000075415
MTPAP	ENSG00000107951
RRM2B	ENSG00000048392
RARS2	ENSG00000146282
CARS2	ENSG00000134905
EARS2	ENSG00000103356
IARS2	ENSG00000067704
LARS2	ENSG00000011376
MARS2	ENSG00000247626
WARS2	ENSG00000116874
YARS2	ENSG00000139131
VARS2	ENSG00000137411
AARS2	ENSG00000124608
NARS2	ENSG00000137513
DARS2	ENSG00000117593
GARS	ENSG00000106105
HARS2	ENSG00000112855
KARS	ENSG00000065427
FARS2	ENSG00000145982
PARS2	ENSG00000162396
SARS2	ENSG00000104835
TARS2	ENSG00000143374
QRSL1	ENSG00000130348
PET112	ENSG00000059691
GATC	ENSG00000257218
MTFMT	ENSG00000103707
TUFM	ENSG00000178952
GFM2	ENSG00000164347
GFM1	ENSG00000168827
TSFM	ENSG00000123297
MTRF1	ENSG00000120662
MTRF1L	ENSG00000112031
MRRF	ENSG00000148187
PTCD3	ENSG00000132300
MT-RNR1	ENSG00000211459
MT-RNR2	ENSG00000210082
MT-TA	ENSG00000210127
MT-TC	ENSG00000210140
MT-TD	ENSG00000210154
MT-TE	ENSG00000210194
MT-TF	ENSG00000210049
MT-TG	ENSG00000210164
MT-TH	ENSG00000210176
MT-TI	ENSG00000210100
MT-TK	ENSG00000210156
MT-TL1	ENSG00000209082
MT-TL2	ENSG00000210191
MT-TM	ENSG00000210112
MT-TN	ENSG00000210135
MT-TP	ENSG00000210196
MT-TQ	ENSG00000210107
MT-TR	ENSG00000210174
MT-TS1	ENSG00000210151
MT-TS2	ENSG00000210184
MT-TT	ENSG00000210195
MT-TV	ENSG00000210077
MT-TW	ENSG00000210117
MT-TY	ENSG00000210144
MRPL1	ENSG00000169288
MRPL2	ENSG00000112651
MRPL3	ENSG00000114686
MRPL4	ENSG00000105364
MRPL9	ENSG00000143436
MRPL10	ENSG00000159111
MRPL11	ENSG00000174547
MRPL12	ENSG00000262814
MRPL13	ENSG00000172172
MRPL14	ENSG00000180992
MRPL15	ENSG00000137547
MRPL16	ENSG00000166902
MRPL17	ENSG00000158042
MRPL18	ENSG00000112110
MRPL19	ENSG00000115364
MRPL20	ENSG00000242485
MRPL21	ENSG00000197345
MRPL22	ENSG00000082515
MRPL23	ENSG00000214026
MRPL24	ENSG00000143314
MRPL27	ENSG00000108826
MRPL28	ENSG00000086504
MRPL30	ENSG00000185414
MRPL32	ENSG00000106591
MRPL33	ENSG00000243147
MRPL34	ENSG00000130312
MRPL35	ENSG00000132313
MRPL36	ENSG00000171421
MRPL37	ENSG00000116221
MRPL38	ENSG00000204316
MRPL39	ENSG00000154719
MRPL40	ENSG00000185608
MRPL41	ENSG00000182154
MRPL42	ENSG00000198015
MRPL43	ENSG00000055950
MRPL44	ENSG00000135900
MRPL45	ENSG00000278845
MRPL46	ENSG00000259494
MRPL47	ENSG00000136522
MRPL48	ENSG00000175581
MRPL49	ENSG00000149792
MRPL50	ENSG00000136897
MRPL51	ENSG00000111639
MRPL52	ENSG00000172590
MRPL53	ENSG00000204822
MRPL54	ENSG00000183617
MRPL55	ENSG00000162910
MRPL57	ENSG00000173141
MRPS10	ENSG00000048544
MRPS11	ENSG00000181991
MRPS12	ENSG00000128626
MRPS14	ENSG00000120333
MRPS15	ENSG00000116898
MRPS16	ENSG00000182180
MRPS17	ENSG00000239789
MRPS18A	ENSG00000096080
MRPS18B	ENSG00000204568
MRPS18C	ENSG00000163319
MRPS2	ENSG00000122140
MRPS21	ENSG00000266472
MRPS22	ENSG00000175110
MRPS23	ENSG00000181610
MRPS24	ENSG00000062582
MRPS25	ENSG00000131368
MRPS26	ENSG00000125901
MRPS27	ENSG00000113048
MRPS28	ENSG00000147586
DAP3	ENSG00000132676
MRPS30	ENSG00000112996
MRPS31	ENSG00000102738
MRPS33	ENSG00000090263
MRPS34	ENSG00000074071
MRPS35	ENSG00000061794
MRPS36	ENSG00000134056
MRPS5	ENSG00000144029
MRPS6	ENSG00000243927
MRPS7	ENSG00000125445
MRPS9	ENSG00000135972
MTIF3	ENSG00000122033
MTIF2	ENSG00000085760
TACO1	ENSG00000136463
LRPPRC	ENSG00000138095
RNASEL	ENSG00000135828
LONP1	ENSG00000196365
CLPP	ENSG00000125656
CLPX	ENSG00000166855
PHB	ENSG00000167085
OXA1L	ENSG00000155463
ATAD3A	ENSG00000197785
ATAD3B	ENSG00000160072
MPV17L2	ENSG00000254858
DHX30	ENSG00000132153
DDX28	ENSG00000182810
MCU	ENSG00000156026
SLC24A6	ENSG00000089060
LETM1	ENSG00000168924
MICU1	ENSG00000107745
EFHA1	ENSG00000165487
CCDC90A	ENSG00000050393
EFHA2	ENSG00000155970
CCDC109B	ENSG00000005059
C22orf32	ENSG00000183172
ITPR3	ENSG00000096433
ITPR2	ENSG00000123104
ITPR1	ENSG00000150995
TCHP	ENSG00000139437
SIGMAR1	ENSG00000147955
PACS2	ENSG00000179364
PML	ENSG00000140464
CDS1	ENSG00000163624
PGS1	ENSG00000087157
PTPMT1	ENSG00000110536
CRLS1	ENSG00000088766
TAZ	ENSG00000102125
GCLC	ENSG00000001084
GCLM	ENSG00000023909
GSS	ENSG00000100983
SCLC25A11	ENSG00000108528
SCLC25A10	ENSG00000183048
SLC25A1	ENSG00000100075
SOD2	ENSG00000112096
SOD1	ENSG00000142168
SHC1	ENSG00000160691
BCKDHA	ENSG00000248098
BCKDHB	ENSG00000083123
GPX1	ENSG00000233276
GSR	ENSG00000104687
GPX4	ENSG00000167468
PRDX3	ENSG00000165672
TXN2	ENSG00000100348
TXNRD2	ENSG00000184470
MPV17	ENSG00000115204
MPV17L	ENSG00000156968
GLRX2	ENSG00000023572
GSTA1	ENSG00000243955
GSTA2	ENSG00000244067
GSTA4	ENSG00000170899
GSTP1	ENSG00000084207
