LOC643837	9.17302	7.26189	-0.337052	0.46915
SAMD11	1.81091	1.88668	0.059138	0.9666
KLHL17	1.2824	1.18278	-0.116666	0.8346
ISG15	16.0245	26.0133	0.698971	0.1318
AGRN	19.2618	16.6357	-0.211461	0.5611
MIR200A	247.209	149.041	-0.730025	0.49325
B3GALT6	6.64216	4.84928	-0.453884	0.2965
SCNN1D	0.634715	0.350661	-0.856032	0.18875
PUSL1	6.17362	6.28617	0.0260647	0.98265
GLTPD1	24.3897	24.4356	0.00270805	0.99395
TAS1R3	1.05033	0.495613	-1.08355	0.09835
LOC148413	12.4406	11.1312	-0.160453	0.7993
VWA1	10.1943	9.47245	-0.10595	0.7739
ATAD3C	0.477232	0.280579	-0.766281	0.26855
ATAD3B	3.75188	3.1339	-0.259655	0.5713
ATAD3A	7.40816	6.10778	-0.278468	0.49995
MIB2	14.0191	10.6591	-0.39531	0.27625
MMP23B	1.36027	0.944737	-0.525908	0.42225
PRKCZ	20.2308	17.1897	-0.235009	0.56805
SKI	12.4159	9.83398	-0.336343	0.36825
RER1	40.804	55.0784	0.432776	0.2913
PLCH2	1.40865	0.722973	-0.962301	0.0606
TNFRSF14	47.1514	43.0754	-0.130434	0.72785
FAM213B	34.3719	37.6146	0.130063	0.7255
PRDM16	0.581512	0.316449	-0.877837	0.11395
ARHGEF16	25.4607	24.0061	-0.0848689	0.81355
TPRG1L	47.4177	51.6618	0.123673	0.73855
LOC388588	0.629749	1.33089	1.07955	0.2681
DFFB	3.44427	3.30576	-0.0592143	0.89865
LOC100133612	0.722631	0.844918	0.225553	0.74735
KCNAB2	6.62191	3.3518	-0.98231	0.0429
RNF207	2.91494	2.31478	-0.332588	0.77605
ESPN	6.0787	4.3536	-0.481554	0.2358
ZBTB48	7.5605	6.6733	-0.180082	0.6665
PHF13	5.35163	4.34762	-0.299752	0.4955
THAP3	6.32824	5.85108	-0.113099	0.9311
CAMTA1	24.3474	29.0388	0.254214	0.55565
VAMP3	68.8195	71.99	0.0649782	0.86065
PER3	8.08456	5.94904	-0.442514	0.26045
PARK7	144.382	159.241	0.141319	0.69545
H6PD	13.1671	11.4435	-0.202408	0.5742
SPSB1	11.3829	10.7096	-0.0879613	0.8197
SLC25A33	7.03843	5.56997	-0.337585	0.49155
TMEM201	3.52033	2.10679	-0.740663	0.09875
PIK3CD	4.72757	2.73245	-0.790902	0.67435
NMNAT1	7.49221	9.43021	0.331898	0.41655
RBP7	0.601117	2.0443	1.76589	0.0968
UBE4B	13.5592	10.3159	-0.394404	0.2925
KIF1B	8.37068	7.84603	-0.0933811	0.80215
PGD	47.531	53.1667	0.161656	0.66025
APITD1,APITD1-CORT,CORT	6.32984	7.48737	0.242291	0.62125
PEX14	13.0243	12.9481	-0.00846333	0.98275
TARDBP	56.0634	49.4559	-0.180917	0.61715
ANGPTL7	1.51178	1.02946	-0.55437	0.82435
UBIAD1	7.96406	7.30681	-0.124263	0.763
FBXO44	2.87725	2.1413	-0.426205	0.411
FBXO6	4.71257	6.91808	0.553859	0.2457
AGTRAP	11.4679	10.86	-0.0785688	0.8601
CLCN6	6.14353	4.33009	-0.504673	0.28005
PLOD1	22.7673	20.9073	-0.122961	0.7361
MFN2	38.6091	37.9056	-0.0265285	0.9398
MIIP	8.88043	7.71584	-0.202807	0.63625
TNFRSF1B	18.7863	12.6951	-0.565407	0.1251
VPS13D	8.49957	9.82802	0.209511	0.5692
PDPN	1.80756	1.69622	-0.0917202	0.87365
PRDM2	12.03	10.5512	-0.189223	0.6217
KAZN	4.86581	5.58585	0.199098	0.6756
TMEM51	19.2634	18.1885	-0.0828345	0.8263
EFHD2	77.5868	99.5553	0.359688	0.32455
DNAJC16	6.38201	7.35432	0.204582	0.67875
DDI2,RSC1A1	7.63454	8.10751	0.0867169	0.85015
PLEKHM2	16.349	11.4892	-0.508929	0.1738
SLC25A34	2.68784	2.38282	-0.173776	0.7216
TMEM82	5.06487	3.77203	-0.425182	0.4036
FBLIM1	41.5264	36.7662	-0.175647	0.62985
SPEN	12.3099	9.0736	-0.440074	0.24015
CLCNKB	1.20536	2.9705	1.30124	0.02065
C1orf144	48.4859	51.5897	0.0895174	0.80025
NECAP2	41.8776	41.0877	-0.0274736	0.94035
MST1P2	8.58334	6.03564	-0.508032	0.21975
CROCC	2.04951	1.40705	-0.542601	0.2052
ARHGEF10L	40.8109	32.977	-0.307492	0.39255
IGSF21	0.436602	0.371077	-0.2346	0.75445
KLHDC7A	2.41964	2.40625	-0.00800627	0.9847
MRTO4	10.7945	9.45413	-0.191273	0.6433
PQLC2	4.65795	4.7116	0.0165219	0.9694
C1orf151-NBL1,MINOS1,NBL1	244.626	246.414	0.0105054	0.97845
OTUD3	3.00586	2.89771	-0.0528677	0.9044
PLA2G5	0.59993	0.498703	-0.266613	0.7344
UBXN10	4.2685	5.69704	0.416483	0.3693
CDA	17.9032	12.1639	-0.557605	0.233
PINK1	52.2559	53.6525	0.0380522	0.92065
NBPF3	4.05824	4.78293	0.23704	0.57745
ALPL	0.850786	0.786428	-0.113482	0.84925
LINC00339	4.38226	4.33989	-0.0140153	0.98435
CDC42	245.545	298.403	0.281274	0.44035
ZBTB40	4.85005	3.65692	-0.407372	0.28885
C1QA	85.5427	53.8695	-0.667177	0.0743
C1QC	130.814	80.5017	-0.700425	0.0537
C1QB	76.6167	49.8206	-0.620917	0.0998
EPHB2	43.175	25.4366	-0.76329	0.03305
KDM1A	22.2259	20.9268	-0.0868891	0.81835
C1orf213	1.95599	1.72498	-0.181319	0.86255
RPL11	1076.57	1135.63	0.0770617	0.83825
TCEB3	10.3233	10.3831	0.00834126	0.9834
PITHD1	29.5364	35.6545	0.271591	0.4787
LYPLA2	55.3598	62.5982	0.177282	0.6261
PNRC2	138.854	157.413	0.180989	0.62545
NIPAL3	17.4721	13.2401	-0.400138	0.28345
RCAN3	8.16852	8.28318	0.0201098	0.96535
C1orf130	0.973411	1.16978	0.265121	0.64795
SRRM1	20.8662	16.571	-0.332506	0.3724
CLIC4	58.9399	56.6513	-0.0571335	0.87875
TMEM50A	107.65	134.828	0.324766	0.37
TMEM57	12.2057	13.7434	0.171183	0.66295
LDLRAP1	22.4711	22.777	0.01951	0.9585
MAN1C1	4.44859	2.58297	-0.784319	0.0897
SEPN1	22.175	21.5286	-0.042679	0.90465
FAM54B	21.0177	21.1779	0.0109555	0.9792
PDIK1L	9.22377	10.0672	0.126232	0.7589
FAM110D	1.81367	0.984606	-0.881296	0.17005
ZNF593	16.0581	19.3618	0.269912	0.5699
CNKSR1	11.4813	10.5869	-0.117011	0.7621
CEP85	4.28369	4.44869	0.0545282	0.89875
SH3BGRL3	158.43	203.878	0.363856	0.3159
CD52	91.1214	78.1859	-0.220882	0.6794
DHDDS	25.2252	25.9732	0.0421571	0.9121
HMGN2	215.082	238.742	0.150567	0.6845
RPS6KA1	62.2799	64.523	0.051046	0.88465
ARID1A	19.0509	15.4518	-0.30208	0.39705
PIGV	10.4089	11.7071	0.169563	0.6887
