gene	0	0	protein-12-3	0
ACADM	0	0	0.1807897	0
MRPS14	0	0	-0.1302719	0
SH3GLB1	0	0	0.1702966	0
GCLM	0	0	0.5628575	0
CPT2	0	0	0.1939977	0
MRPL20	0	0	0.4217858	0
TIMM17A	0	0	-0.1251221	0
AK4	0	0	-0.5466599	0
SDHC	0	0	0.3073891	0
IARS2	0	0	0.4705088	0
DAP3	0	0	0.269373	0
TARS2	0	0	0.3906998	0
SHC1	0	0	0.4180993	0
WARS2	0	0	0.7494749	0
NDUFS2	0	0	0.1508014	0
KIF1B	0	0	-0.1127668	0
ATP5F1	0	0	0.2434037	0
MCL1	0	0	0.1624765	0
PPOX	0	0	-0.04376442	0
TFB2M	0	0	0.3565502	0
C1orf31	0	0	0.005362244	0
DARS2	0	0	-0.6226493	0
COX20	0	0	-0.2179751	0
MRPL37	0	0	0.4723291	0
NDUFS5	0	0	-0.246104	0
SLC2A1	0	0	-0.3416442	0
SDHB	0	0	0.2616559	0
UQCRH	0	0	0.4420263	0
FH	0	0	0.03942898	0
UROD	0	0	0.1491365	0
MSTO1	0	0	-0.220206	0
MRPL9	0	0	-0.01392671	0
YRDC	0	0	NaN	0
MRPL55	0	0	0.2077944	0
ENO1	0	0	0.2698252	0
MRPL24	0	0	0.398855	0
MRPS15	0	0	0.0158118	0
ATPIF1	0	0	0.498138	0
MFN2	0	0	0.4713087	0
HTRA2	0	0	0.2827546	0
BCS1L	0	0	0.1860157	0
DGOUK	0	0	NaN	0
CIAO1	0	0	-0.001586036	0
MRPL44	0	0	0.3069479	0
CPS1	0	0	1.015345	0
COX5B	0	0	0.02240507	0
HADHB	0	0	0.6628028	0
MFF	0	0	0.08291209	0
MRPL19	0	0	0.3485188	0
IDH1	0	0	0.6859185	0
CREB1	0	0	NaN	0
NDUFA10	0	0	-0.1296127	0
ACSL3	0	0	0.06253517	0
HADHA	0	0	0.6219324	0
MRPL53	0	0	0.2345794	0
HK2	0	0	0.4611838	0
NFU1	0	0	-0.2200823	0
MRPS5	0	0	0.04993477	0
MRPL35	0	0	0.2337017	0
NDUFB3	0	0	-0.0660715	0
NDUFS1	0	0	0.03433754	0
MRPS9	0	0	0.08974319	0
LRPPRC	0	0	0.1233867	0
PTCD3	0	0	0.1921999	0
SUCLG1	0	0	0.2949333	0
MTERFD2	0	0	-0.1508637	0
PDHB	0	0	0.2248736	0
OPA1	0	0	0.02951438	0
MRPL3	0	0	0.4153261	0
MRPS22	0	0	0.1671343	0
MRPS25	0	0	0.1933213	0
NDUFB5	0	0	0.09711605	0
UQCRC1	0	0	0.1193849	0
SLC25A20	0	0	0.1881181	0
LARS2	0	0	0.1481771	0
TOMM70A	0	0	0.1631871	0
MRPL47	0	0	0.4130768	0
CPOX	0	0	0.03073717	0
SUCLG2	0	0	0.5087729	0
RG9MTD1	0	0	0.4873988	0
ACAD9	0	0	0.1602821	0
GFM1	0	0	0.09654514	0
CHCHD4	0	0	0.5917003	0
ITPR1	0	0	0.7369655	0
NDUFB4	0	0	-2.287736	0
TRNT1	0	0	0.4964476	0
MFN1	0	0	-0.328262	0
DNAJC19	0	0	NaN	0
NDUFAF3	0	0	0.8992645	0
DHX30	0	0	0.008740286	0
ACAD11	0	0	0.5665704	0
GPX1	0	0	-0.2412301	0
ACSL1	0	0	-0.049352	0
LETM1	0	0	0.2499252	0
SLC25A4	0	0	-0.06143054	0
PET112	0	0	0.5340717	0
GRPEL1	0	0	0.5817344	0
ATP5I	0	0	0.2736047	0
CASP3	0	0	-0.5799524	0
HADH	0	0	-0.01292608	0
MRPL1	0	0	0.2954112	0
HSPA9	0	0	1.135301	0
MRPS30	0	0	0.4946577	0
NDUFS4	0	0	-0.03308826	0
COX7C	0	0	-0.3610946	0
MRPS27	0	0	0.4032365	0
NDUFS6	0	0	0.04680178	0
HARS2	0	0	0.6545127	0
NDUFAF2	0	0	0.8844606	0
GFM2	0	0	1.04213	0
SQSTM1	0	0	0.9254946	0
VDAC1	0	0	1.039963	0
NDUFA2	0	0	0.2534636	0
SDHA	0	0	0.3628443	0
NSUN2	0	0	0.6796424	0
MRPL22	0	0	0.3932545	0
